model name,t50_pln_spt,t60_pln_spt,t70_pln_spt,t80_pln_spt,t90_pln_spt,nseq_pln_spt
IGRP_WF_10_Kf_add_dist,0.16135662898252826,0.1366906474820144,0.12024665981500514,0.04984583761562179,0.0421377183967112,1946
IGRP_WF_11_Kf_add_dist,0.19424460431654678,0.13206577595066804,0.11356628982528263,0.09660842754367935,0.06628982528263104,1946
IGRP_WF_12_Kf_add_dist,0.1248715313463515,0.08735868448098665,0.07348406988694758,0.05960945529290853,0.047790339157245634,1946
IGRP_WF_13_Kf_add_dist,0.16289825282631037,0.11870503597122302,0.10739979445015416,0.09558067831449127,0.06937307297019528,1946
IGRP_WF_14_Kf_add_dist,0.1156217882836588,0.07040082219938334,0.050873586844809866,0.03699897225077081,0.030318602261048305,1946
IGRP_WF_15_Kf_add_dist,0.1855087358684481,0.1593011305241521,0.1433710174717369,0.1171634121274409,0.08119218910585817,1946
IGRP_WF_16_Kf_add_dist,0.1248715313463515,0.09969167523124357,0.06115107913669065,0.044707091469681395,0.02774922918807811,1946
IGRP_WF_17_Kf_add_dist,0.2014388489208633,0.18705035971223022,0.1474820143884892,0.11921891058581706,0.09763617677286741,1946
IGRP_WF_18_Kf_add_dist,0.12384378211716342,0.11459403905447071,0.09301130524152107,0.04265159301130524,0.03545734840698869,1946
IGRP_WF_19_Kf_add_dist,0.1906474820143885,0.15878725590955806,0.09558067831449127,0.07040082219938334,0.04881808838643371,1946
IGRP_WF_1_Kf_add_dist,0.2132579650565262,0.12178828365878726,0.08787255909558069,0.06731757451181912,0.045734840698869475,1946
IGRP_WF_20_Kf_add_dist,0.14645426515930113,0.12332990750256938,0.06731757451181912,0.046248715313463515,0.03442959917780062,1946
IGRP_WF_21_Kf_add_dist,0.15313463514902365,0.12024665981500514,0.10534429599177801,0.044707091469681395,0.0328879753340185,1946
IGRP_WF_22_Kf_add_dist,0.06937307297019528,0.050873586844809866,0.03751284686536485,0.03134635149023638,0.023638232271325797,1946
IGRP_WF_23_Kf_add_dist,0.15775950668036998,0.0842754367934224,0.06628982528263104,0.04367934224049332,0.03751284686536485,1946
IGRP_WF_24_Kf_add_dist,0.16546762589928057,0.09403905447070915,0.06217882836587873,0.04367934224049332,0.013360739979445015,1946
IGRP_WF_25_Kf_add_dist,0.17677286742034942,0.15416238437821173,0.12435765673175746,0.06731757451181912,0.04265159301130524,1946
IGRP_WF_26_Kf_add_dist,0.12846865364850976,0.12127440904419322,0.10431654676258993,0.09095580678314491,0.013360739979445015,1946
IGRP_WF_27_Kf_add_dist,0.2446043165467626,0.18242548818088386,0.14439876670092497,0.07810894141829394,0.06063720452209661,1946
IGRP_WF_28_Kf_add_dist,0.0724563206577595,0.06166495375128469,0.039568345323741004,0.03597122302158273,0.02877697841726619,1946
IGRP_WF_29_Kf_add_dist,0.19681397738951695,0.1618705035971223,0.09044193216855087,0.05755395683453238,0.04162384378211716,1946
IGRP_WF_2_Kf_add_dist,0.07348406988694758,0.05549845837615622,0.045220966084275435,0.03802672147995889,0.030832476875642344,1946
IGRP_WF_30_Kf_add_dist,0.08273381294964029,0.06783144912641316,0.050359712230215826,0.03751284686536485,0.024152106885919837,1946
IGRP_WF_31_Kf_add_dist,0.2065775950668037,0.1366906474820144,0.10534429599177801,0.06063720452209661,0.044193216855087356,1946
IGRP_WF_32_Kf_add_dist,0.09609455292908531,0.06474820143884892,0.050359712230215826,0.03597122302158273,0.030832476875642344,1946
IGRP_WF_33_Mc_add_dist,0.19784172661870503,0.13360739979445016,0.09455292908530319,0.07605344295991778,0.05858170606372045,1946
IGRP_WF_34_Mc_add_dist,0.15159301130524153,0.12795477903391572,0.11510791366906475,0.05498458376156218,0.03597122302158273,1946
IGRP_WF_35_Mc_add_dist,0.18602261048304214,0.15878725590955806,0.13566289825282632,0.10637204522096609,0.08016443987667009,1946
IGRP_WF_36_Mc_add_dist,0.16032887975334018,0.08119218910585817,0.0683453237410072,0.050873586844809866,0.03854059609455293,1946
IGRP_WF_37_Mc_add_dist,0.16238437821171633,0.1248715313463515,0.10534429599177801,0.0698869475847893,0.045220966084275435,1946
IGRP_WF_38_Mc_add_dist,0.09558067831449127,0.0724563206577595,0.05755395683453238,0.048304213771839674,0.03442959917780062,1946
IGRP_WF_39_Mc_add_dist,0.2317574511819116,0.17266187050359713,0.1459403905447071,0.11510791366906475,0.06423432682425488,1946
IGRP_WF_3_Kf_add_dist,0.20246659815005139,0.13566289825282632,0.09969167523124357,0.08221993833504625,0.06166495375128469,1946
IGRP_WF_40_Mc_add_dist,0.13360739979445016,0.1104830421377184,0.09146968139773895,0.06115107913669065,0.041109969167523124,1946
IGRP_WF_41_Mc_add_dist,0.1932168550873587,0.12332990750256938,0.08890030832476875,0.06628982528263104,0.04881808838643371,1946
IGRP_WF_42_Mc_add_dist,0.13874614594039056,0.1197327852004111,0.05858170606372045,0.046762589928057555,0.03597122302158273,1946
IGRP_WF_43_Mc_add_dist,0.1685508735868448,0.14696813977389517,0.11459403905447071,0.10174717368961973,0.07862281603288798,1946
IGRP_WF_44_Mc_add_dist,0.15878725590955806,0.13309352517985612,0.07348406988694758,0.05498458376156218,0.040082219938335044,1946
IGRP_WF_45_Mc_add_dist,0.15878725590955806,0.12435765673175746,0.10637204522096609,0.07194244604316546,0.050359712230215826,1946
IGRP_WF_46_Mc_add_dist,0.15159301130524153,0.08941418293936279,0.06526207605344296,0.050359712230215826,0.03442959917780062,1946
IGRP_WF_47_Mc_add_dist,0.18499486125385406,0.16032887975334018,0.12949640287769784,0.10380267214799589,0.0775950668036999,1946
IGRP_WF_48_Mc_add_dist,0.13566289825282632,0.11099691675231244,0.0750256937307297,0.05447070914696814,0.039568345323741004,1946
IGRP_WF_49_Mc_add_dist,0.20092497430626927,0.12538540596094552,0.09249743062692703,0.07297019527235354,0.05447070914696814,1946
IGRP_WF_4_Kf_add_dist,0.14439876670092497,0.08581706063720453,0.07656731757451182,0.052929085303186026,0.04316546762589928,1946
IGRP_WF_50_Mc_add_dist,0.13617677286742036,0.12024665981500514,0.05806783144912641,0.045220966084275435,0.03391572456320658,1946
IGRP_WF_51_Mc_add_dist,0.18756423432682426,0.15827338129496402,0.1397738951695786,0.12281603288797534,0.08633093525179857,1946
IGRP_WF_52_Mc_add_dist,0.1644398766700925,0.09455292908530319,0.07399794450154162,0.05704008221993834,0.0421377183967112,1946
IGRP_WF_53_Mc_add_dist,0.16649537512846865,0.14696813977389517,0.10637204522096609,0.07297019527235354,0.04933196300102775,1946
IGRP_WF_54_Mc_add_dist,0.10226104830421377,0.07297019527235354,0.052929085303186026,0.04265159301130524,0.03186022610483042,1946
IGRP_WF_55_Mc_add_dist,0.1947584789311408,0.16341212744090441,0.13874614594039056,0.10842754367934224,0.08530318602261049,1946
IGRP_WF_56_Mc_add_dist,0.12127440904419322,0.10534429599177801,0.06783144912641316,0.05498458376156218,0.044707091469681395,1946
IGRP_WF_57_Mc_add_dist,0.2276464542651593,0.12949640287769784,0.08992805755395683,0.07297019527235354,0.051901336073997946,1946
IGRP_WF_58_Mc_add_dist,0.14542651593011305,0.08119218910585817,0.06628982528263104,0.050359712230215826,0.03905447070914697,1946
IGRP_WF_59_Mc_add_dist,0.17266187050359713,0.14542651593011305,0.13103802672147996,0.10380267214799589,0.08170606372045221,1946
IGRP_WF_5_Kf_add_dist,0.2276464542651593,0.13926002055498457,0.09609455292908531,0.06937307297019528,0.050873586844809866,1946
IGRP_WF_60_Mc_add_dist,0.1551901336073998,0.08478931140801645,0.06885919835560124,0.050359712230215826,0.03905447070914697,1946
IGRP_WF_61_Mc_add_dist,0.15210688591983557,0.12127440904419322,0.10483042137718397,0.06680369989722508,0.051901336073997946,1946
IGRP_WF_62_Mc_add_dist,0.131551901336074,0.0698869475847893,0.0539568345323741,0.04316546762589928,0.03186022610483042,1946
IGRP_WF_63_Mc_add_dist,0.17934224049331962,0.144912641315519,0.12178828365878726,0.09763617677286741,0.0565262076053443,1946
IGRP_WF_64_Mc_add_dist,0.13103802672147996,0.09352517985611511,0.07399794450154162,0.0565262076053443,0.04162384378211716,1946
IGRP_WF_65_Mc_add_dist,0.1963001027749229,0.1593011305241521,0.13257965056526208,0.11099691675231244,0.04367934224049332,1946
IGRP_WF_66_Mc_add_dist,0.12076053442959918,0.10688591983556012,0.04984583761562179,0.04265159301130524,0.0328879753340185,1946
IGRP_WF_67_Mc_add_dist,0.20503597122302158,0.17728674203494346,0.14953751284686537,0.08221993833504625,0.05806783144912641,1946
IGRP_WF_68_Mc_add_dist,0.1341212744090442,0.1156217882836588,0.10226104830421377,0.08787255909558069,0.03648509763617677,1946
IGRP_WF_69_Mc_add_dist,0.16084275436793422,0.08273381294964029,0.06885919835560124,0.04984583761562179,0.03391572456320658,1946
IGRP_WF_6_Kf_add_dist,0.10431654676258993,0.07399794450154162,0.06217882836587873,0.040596094552929084,0.03237410071942446,1946
IGRP_WF_70_Mc_add_dist,0.06423432682425488,0.051901336073997946,0.04367934224049332,0.03391572456320658,0.02672147995889003,1946
IGRP_WF_71_Mc_add_dist,0.16032887975334018,0.09146968139773895,0.06423432682425488,0.050359712230215826,0.03648509763617677,1946
IGRP_WF_72_Mc_add_dist,0.07913669064748201,0.06269270298047276,0.04881808838643371,0.03494347379239465,0.02877697841726619,1946
IGRP_WF_73_Mc_add_dist,0.1988694758478931,0.17523124357656733,0.1423432682425488,0.12384378211716342,0.04984583761562179,1946
IGRP_WF_74_Mc_add_dist,0.12795477903391572,0.1130524152106886,0.05601233299075026,0.047276464542651594,0.03545734840698869,1946
IGRP_WF_75_Mc_add_dist,0.20503597122302158,0.17677286742034942,0.14696813977389517,0.12538540596094552,0.09455292908530319,1946
IGRP_WF_76_Mc_add_dist,0.13566289825282632,0.1197327852004111,0.0986639260020555,0.045734840698869475,0.03442959917780062,1946
IGRP_WF_77_Mc_add_dist,0.1695786228160329,0.1341212744090442,0.06731757451181912,0.051901336073997946,0.03597122302158273,1946
IGRP_WF_78_Mc_add_dist,0.07810894141829394,0.06063720452209661,0.050873586844809866,0.04367934224049332,0.030318602261048305,1946
IGRP_WF_79_Mc_add_dist,0.18139773895169578,0.1510791366906475,0.07708119218910586,0.06063720452209661,0.041109969167523124,1946
IGRP_WF_7_Kf_add_dist,0.1998972250770812,0.17317574511819117,0.12949640287769784,0.10637204522096609,0.08324768756423433,1946
IGRP_WF_80_Mc_add_dist,0.09660842754367935,0.07451181911613566,0.05447070914696814,0.044193216855087356,0.03186022610483042,1946
IGRP_WF_81_Mc_add_dist,0.19116135662898254,0.16032887975334018,0.13052415210688592,0.06526207605344296,0.04265159301130524,1946
IGRP_WF_82_Mc_add_dist,0.1264131551901336,0.06217882836587873,0.047790339157245634,0.03545734840698869,0.029290853031860225,1946
IGRP_WF_83_Mc_add_dist,0.20298047276464543,0.1685508735868448,0.13874614594039056,0.07194244604316546,0.045734840698869475,1946
IGRP_WF_84_Mc_add_dist,0.1341212744090442,0.11767728674203494,0.0986639260020555,0.04265159301130524,0.03494347379239465,1946
IGRP_WF_85_Mc_add_dist,0.11819116135662898,0.08787255909558069,0.06269270298047276,0.046762589928057555,0.03340184994861254,1946
IGRP_WF_86_Mc_add_dist,0.06423432682425488,0.0539568345323741,0.04367934224049332,0.03237410071942446,0.024152106885919837,1946
IGRP_WF_87_Mc_add_dist,0.13874614594039056,0.09712230215827339,0.07348406988694758,0.05806783144912641,0.03597122302158273,1946
IGRP_WF_88_Mc_add_dist,0.10380267214799589,0.07297019527235354,0.052415210688591986,0.0421377183967112,0.03237410071942446,1946
IGRP_WF_89_Mc_add_dist,0.1947584789311408,0.1685508735868448,0.13309352517985612,0.10739979445015416,0.04265159301130524,1946
IGRP_WF_8_Kf_add_dist,0.12127440904419322,0.08376156217882837,0.06628982528263104,0.045734840698869475,0.040082219938335044,1946
IGRP_WF_90_Mc_add_dist,0.08787255909558069,0.06628982528263104,0.052415210688591986,0.0421377183967112,0.03134635149023638,1946
IGRP_WF_91_Mc_add_dist,0.19270298047276466,0.1526207605344296,0.13463514902363824,0.07194244604316546,0.046248715313463515,1946
IGRP_WF_92_Mc_add_dist,0.12178828365878726,0.1079136690647482,0.048304213771839674,0.040082219938335044,0.03237410071942446,1946
IGRP_WF_93_Mc_add_dist,0.18910585817060638,0.13720452209660844,0.07091469681397738,0.05704008221993834,0.03494347379239465,1946
IGRP_WF_94_Mc_add_dist,0.07348406988694758,0.05447070914696814,0.041109969167523124,0.03597122302158273,0.02723535457348407,1946
IGRP_WF_95_Mc_add_dist,0.2564234326824255,0.1223021582733813,0.08941418293936279,0.07142857142857142,0.048304213771839674,1946
IGRP_WF_96_Mc_add_dist,0.11099691675231244,0.0698869475847893,0.05498458376156218,0.045220966084275435,0.03340184994861254,1946
IGRP_WF_9_Kf_add_dist,0.1670092497430627,0.13463514902363824,0.11921891058581706,0.08478931140801645,0.05601233299075026,1946
