model name,t50_panc_pd1,t60_panc_pd1,t70_panc_pd1,t80_panc_pd1,t90_panc_pd1,nseq_panc_pd1
IGRP_WF_10_Kf_add_dist,0.1336996336996337,0.1227106227106227,0.10347985347985347,0.09432234432234432,0.07875457875457875,1092
IGRP_WF_11_Kf_add_dist,0.152014652014652,0.13644688644688643,0.12545787545787546,0.10805860805860806,0.10622710622710622,1092
IGRP_WF_12_Kf_add_dist,0.13278388278388278,0.12637362637362637,0.10531135531135531,0.09981684981684982,0.08699633699633699,1092
IGRP_WF_13_Kf_add_dist,0.1446886446886447,0.1391941391941392,0.12545787545787546,0.11263736263736264,0.09981684981684982,1092
IGRP_WF_14_Kf_add_dist,0.11996336996336997,0.10622710622710622,0.09340659340659341,0.08424908424908426,0.06318681318681318,1092
IGRP_WF_15_Kf_add_dist,0.1575091575091575,0.14926739926739926,0.13553113553113552,0.12912087912087913,0.11813186813186813,1092
IGRP_WF_16_Kf_add_dist,0.1282051282051282,0.1163003663003663,0.09615384615384616,0.0924908424908425,0.07051282051282051,1092
IGRP_WF_17_Kf_add_dist,0.17399267399267399,0.152014652014652,0.11446886446886446,0.10714285714285714,0.08882783882783883,1092
IGRP_WF_18_Kf_add_dist,0.10989010989010989,0.10622710622710622,0.0815018315018315,0.07326007326007326,0.07142857142857142,1092
IGRP_WF_19_Kf_add_dist,0.18223443223443223,0.13278388278388278,0.12454212454212454,0.09981684981684982,0.09065934065934066,1092
IGRP_WF_1_Kf_add_dist,0.1749084249084249,0.1620879120879121,0.12454212454212454,0.1043956043956044,0.09798534798534798,1092
IGRP_WF_20_Kf_add_dist,0.12545787545787546,0.10073260073260074,0.08882783882783883,0.08608058608058608,0.0815018315018315,1092
IGRP_WF_21_Kf_add_dist,0.1510989010989011,0.13003663003663005,0.12179487179487179,0.07967032967032966,0.046703296703296704,1092
IGRP_WF_22_Kf_add_dist,0.1043956043956044,0.08699633699633699,0.06318681318681318,0.03021978021978022,0.015567765567765568,1092
IGRP_WF_23_Kf_add_dist,0.14835164835164835,0.12087912087912088,0.10714285714285714,0.0815018315018315,0.07875457875457875,1092
IGRP_WF_24_Kf_add_dist,0.12728937728937728,0.11263736263736264,0.10805860805860806,0.08241758241758242,0.07509157509157509,1092
IGRP_WF_25_Kf_add_dist,0.16575091575091574,0.13186813186813187,0.12637362637362637,0.09706959706959707,0.08424908424908426,1092
IGRP_WF_26_Kf_add_dist,0.12912087912087913,0.12362637362637363,0.0924908424908425,0.08333333333333333,0.07783882783882784,1092
IGRP_WF_27_Kf_add_dist,0.1684981684981685,0.15567765567765568,0.13553113553113552,0.10622710622710622,0.09615384615384616,1092
IGRP_WF_28_Kf_add_dist,0.10531135531135531,0.10073260073260074,0.08424908424908426,0.0815018315018315,0.06776556776556776,1092
IGRP_WF_29_Kf_add_dist,0.1813186813186813,0.15934065934065933,0.11263736263736264,0.08791208791208792,0.07875457875457875,1092
IGRP_WF_2_Kf_add_dist,0.09340659340659341,0.09065934065934066,0.08516483516483517,0.07417582417582418,0.07326007326007326,1092
IGRP_WF_30_Kf_add_dist,0.12728937728937728,0.10073260073260074,0.08791208791208792,0.07234432234432235,0.039377289377289376,1092
IGRP_WF_31_Kf_add_dist,0.1794871794871795,0.1510989010989011,0.11996336996336997,0.10531135531135531,0.09523809523809523,1092
IGRP_WF_32_Kf_add_dist,0.12637362637362637,0.10897435897435898,0.08974358974358974,0.08516483516483517,0.06501831501831502,1092
IGRP_WF_33_Mc_add_dist,0.15476190476190477,0.14560439560439561,0.12362637362637363,0.11355311355311355,0.08333333333333333,1092
IGRP_WF_34_Mc_add_dist,0.1346153846153846,0.1108058608058608,0.10256410256410256,0.08791208791208792,0.07783882783882784,1092
IGRP_WF_35_Mc_add_dist,0.15842490842490842,0.15293040293040294,0.14102564102564102,0.11721611721611722,0.11172161172161173,1092
IGRP_WF_36_Mc_add_dist,0.1382783882783883,0.12637362637362637,0.10347985347985347,0.08058608058608059,0.07875457875457875,1092
IGRP_WF_37_Mc_add_dist,0.14835164835164835,0.13553113553113552,0.12454212454212454,0.10714285714285714,0.08058608058608059,1092
IGRP_WF_38_Mc_add_dist,0.1346153846153846,0.10897435897435898,0.08241758241758242,0.07967032967032966,0.07326007326007326,1092
IGRP_WF_39_Mc_add_dist,0.17216117216117216,0.14926739926739926,0.1282051282051282,0.11904761904761904,0.09706959706959707,1092
IGRP_WF_3_Kf_add_dist,0.16575091575091574,0.14652014652014653,0.13095238095238096,0.11813186813186813,0.09981684981684982,1092
IGRP_WF_40_Mc_add_dist,0.14560439560439561,0.11813186813186813,0.10714285714285714,0.10073260073260074,0.09157509157509157,1092
IGRP_WF_41_Mc_add_dist,0.14926739926739926,0.14194139194139194,0.12087912087912088,0.10989010989010989,0.07967032967032966,1092
IGRP_WF_42_Mc_add_dist,0.1282051282051282,0.11996336996336997,0.10164835164835165,0.08241758241758242,0.07509157509157509,1092
IGRP_WF_43_Mc_add_dist,0.15293040293040294,0.14560439560439561,0.12728937728937728,0.11355311355311355,0.10805860805860806,1092
IGRP_WF_44_Mc_add_dist,0.1346153846153846,0.12728937728937728,0.1043956043956044,0.09340659340659341,0.07875457875457875,1092
IGRP_WF_45_Mc_add_dist,0.15293040293040294,0.14285714285714285,0.12728937728937728,0.10531135531135531,0.09340659340659341,1092
IGRP_WF_46_Mc_add_dist,0.1382783882783883,0.1227106227106227,0.10714285714285714,0.08058608058608059,0.07692307692307693,1092
IGRP_WF_47_Mc_add_dist,0.16391941391941392,0.14285714285714285,0.12545787545787546,0.11904761904761904,0.10622710622710622,1092
IGRP_WF_48_Mc_add_dist,0.14835164835164835,0.1391941391941392,0.10714285714285714,0.0924908424908425,0.07875457875457875,1092
IGRP_WF_49_Mc_add_dist,0.14926739926739926,0.13553113553113552,0.1227106227106227,0.10347985347985347,0.0989010989010989,1092
IGRP_WF_4_Kf_add_dist,0.13186813186813187,0.11538461538461539,0.1043956043956044,0.08791208791208792,0.08058608058608059,1092
IGRP_WF_50_Mc_add_dist,0.11813186813186813,0.10256410256410256,0.08974358974358974,0.08058608058608059,0.07142857142857142,1092
IGRP_WF_51_Mc_add_dist,0.16025641025641027,0.14835164835164835,0.14194139194139194,0.12087912087912088,0.11355311355311355,1092
IGRP_WF_52_Mc_add_dist,0.13553113553113552,0.11721611721611722,0.10073260073260074,0.0924908424908425,0.08058608058608059,1092
IGRP_WF_53_Mc_add_dist,0.1575091575091575,0.13553113553113552,0.11721611721611722,0.10897435897435898,0.09157509157509157,1092
IGRP_WF_54_Mc_add_dist,0.13095238095238096,0.09432234432234432,0.08608058608058608,0.07967032967032966,0.07417582417582418,1092
IGRP_WF_55_Mc_add_dist,0.16117216117216118,0.14652014652014653,0.13095238095238096,0.12454212454212454,0.10805860805860806,1092
IGRP_WF_56_Mc_add_dist,0.13186813186813187,0.11721611721611722,0.10805860805860806,0.0989010989010989,0.07967032967032966,1092
IGRP_WF_57_Mc_add_dist,0.15018315018315018,0.14560439560439561,0.12545787545787546,0.10164835164835165,0.0924908424908425,1092
IGRP_WF_58_Mc_add_dist,0.13095238095238096,0.10897435897435898,0.10164835164835165,0.0989010989010989,0.08424908424908426,1092
IGRP_WF_59_Mc_add_dist,0.15842490842490842,0.1510989010989011,0.1346153846153846,0.11538461538461539,0.10805860805860806,1092
IGRP_WF_5_Kf_add_dist,0.17399267399267399,0.13736263736263737,0.11996336996336997,0.10164835164835165,0.08333333333333333,1092
IGRP_WF_60_Mc_add_dist,0.13003663003663005,0.11355311355311355,0.10164835164835165,0.0924908424908425,0.07783882783882784,1092
IGRP_WF_61_Mc_add_dist,0.14926739926739926,0.1336996336996337,0.12637362637362637,0.11172161172161173,0.08241758241758242,1092
IGRP_WF_62_Mc_add_dist,0.1163003663003663,0.10073260073260074,0.0989010989010989,0.08699633699633699,0.07417582417582418,1092
IGRP_WF_63_Mc_add_dist,0.1620879120879121,0.13736263736263737,0.12179487179487179,0.1163003663003663,0.09157509157509157,1092
IGRP_WF_64_Mc_add_dist,0.14560439560439561,0.1382783882783883,0.11172161172161173,0.0924908424908425,0.07875457875457875,1092
IGRP_WF_65_Mc_add_dist,0.17857142857142858,0.1575091575091575,0.12912087912087913,0.11172161172161173,0.08608058608058608,1092
IGRP_WF_66_Mc_add_dist,0.10073260073260074,0.09432234432234432,0.08791208791208792,0.08058608058608059,0.057692307692307696,1092
IGRP_WF_67_Mc_add_dist,0.18956043956043955,0.15293040293040294,0.14743589743589744,0.11355311355311355,0.09523809523809523,1092
IGRP_WF_68_Mc_add_dist,0.11446886446886446,0.09706959706959707,0.0924908424908425,0.08241758241758242,0.07051282051282051,1092
IGRP_WF_69_Mc_add_dist,0.1510989010989011,0.1336996336996337,0.10622710622710622,0.08699633699633699,0.07509157509157509,1092
IGRP_WF_6_Kf_add_dist,0.1401098901098901,0.10256410256410256,0.08882783882783883,0.076007326007326,0.06868131868131869,1092
IGRP_WF_70_Mc_add_dist,0.0989010989010989,0.09523809523809523,0.06684981684981685,0.05036630036630037,0.024725274725274724,1092
IGRP_WF_71_Mc_add_dist,0.14652014652014653,0.11355311355311355,0.10714285714285714,0.09157509157509157,0.07875457875457875,1092
IGRP_WF_72_Mc_add_dist,0.12179487179487179,0.10256410256410256,0.08699633699633699,0.057692307692307696,0.026556776556776556,1092
IGRP_WF_73_Mc_add_dist,0.16575091575091574,0.14743589743589744,0.1446886446886447,0.11813186813186813,0.07875457875457875,1092
IGRP_WF_74_Mc_add_dist,0.13644688644688643,0.0989010989010989,0.09340659340659341,0.08608058608058608,0.07417582417582418,1092
IGRP_WF_75_Mc_add_dist,0.17216117216117216,0.163003663003663,0.11996336996336997,0.10989010989010989,0.08882783882783883,1092
IGRP_WF_76_Mc_add_dist,0.11904761904761904,0.10805860805860806,0.09615384615384616,0.09157509157509157,0.07875457875457875,1092
IGRP_WF_77_Mc_add_dist,0.1620879120879121,0.14102564102564102,0.11355311355311355,0.08791208791208792,0.06776556776556776,1092
IGRP_WF_78_Mc_add_dist,0.1163003663003663,0.10073260073260074,0.08424908424908426,0.05860805860805861,0.031135531135531136,1092
IGRP_WF_79_Mc_add_dist,0.16941391941391942,0.11996336996336997,0.11172161172161173,0.10531135531135531,0.07875457875457875,1092
IGRP_WF_7_Kf_add_dist,0.1813186813186813,0.16391941391941392,0.1391941391941392,0.12454212454212454,0.10531135531135531,1092
IGRP_WF_80_Mc_add_dist,0.12454212454212454,0.10073260073260074,0.09798534798534798,0.08882783882783883,0.06318681318681318,1092
IGRP_WF_81_Mc_add_dist,0.15476190476190477,0.14835164835164835,0.11996336996336997,0.09065934065934066,0.08058608058608059,1092
IGRP_WF_82_Mc_add_dist,0.11904761904761904,0.08974358974358974,0.08424908424908426,0.08058608058608059,0.06868131868131869,1092
IGRP_WF_83_Mc_add_dist,0.184981684981685,0.15476190476190477,0.1401098901098901,0.10531135531135531,0.08791208791208792,1092
IGRP_WF_84_Mc_add_dist,0.13278388278388278,0.11172161172161173,0.09065934065934066,0.08791208791208792,0.07783882783882784,1092
IGRP_WF_85_Mc_add_dist,0.1510989010989011,0.10897435897435898,0.09981684981684982,0.08974358974358974,0.06684981684981685,1092
IGRP_WF_86_Mc_add_dist,0.10073260073260074,0.08791208791208792,0.07509157509157509,0.0347985347985348,0.02197802197802198,1092
IGRP_WF_87_Mc_add_dist,0.1391941391941392,0.12545787545787546,0.11263736263736264,0.09706959706959707,0.07692307692307693,1092
IGRP_WF_88_Mc_add_dist,0.11263736263736264,0.10714285714285714,0.1043956043956044,0.07692307692307693,0.047619047619047616,1092
IGRP_WF_89_Mc_add_dist,0.1684981684981685,0.14835164835164835,0.11721611721611722,0.09615384615384616,0.07783882783882784,1092
IGRP_WF_8_Kf_add_dist,0.12912087912087913,0.12179487179487179,0.10714285714285714,0.09706959706959707,0.07875457875457875,1092
IGRP_WF_90_Mc_add_dist,0.11355311355311355,0.09798534798534798,0.08974358974358974,0.08516483516483517,0.07326007326007326,1092
IGRP_WF_91_Mc_add_dist,0.17124542124542125,0.152014652014652,0.1163003663003663,0.10714285714285714,0.08791208791208792,1092
IGRP_WF_92_Mc_add_dist,0.11446886446886446,0.10805860805860806,0.09523809523809523,0.08699633699633699,0.07417582417582418,1092
IGRP_WF_93_Mc_add_dist,0.17399267399267399,0.12454212454212454,0.11263736263736264,0.08058608058608059,0.07692307692307693,1092
IGRP_WF_94_Mc_add_dist,0.10256410256410256,0.09706959706959707,0.08333333333333333,0.0641025641025641,0.040293040293040296,1092
IGRP_WF_95_Mc_add_dist,0.1620879120879121,0.1401098901098901,0.11996336996336997,0.10622710622710622,0.07967032967032966,1092
IGRP_WF_96_Mc_add_dist,0.11904761904761904,0.10073260073260074,0.0989010989010989,0.09065934065934066,0.0521978021978022,1092
IGRP_WF_9_Kf_add_dist,0.15384615384615385,0.1446886446886447,0.13553113553113552,0.10805860805860806,0.09615384615384616,1092
